declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
85021,4,NC,North Carolina                ,0,1985-04-18T00:00:00.000Z,Major Disaster,FOREST FIRES,Fire,1985-05-22T00:00:00.000Z,1985-05-22T00:00:00.000Z,Turndown,1985-05-22T00:00:00.000Z,0,0,0,0,85021,1985-05-22T00:00:00.000Z,773eae50-ef8b-47c5-85e2-48f9ad102576
85036,9,AS,American Samoa                ,0,1985-06-12T00:00:00.000Z,Major Disaster,SEVERE STORMS AND MUDSLIDES,Severe Storm,1985-07-17T00:00:00.000Z,1985-07-17T00:00:00.000Z,Turndown,1985-07-17T00:00:00.000Z,0,0,0,0,85036,1985-07-17T00:00:00.000Z,d8f02a05-a7eb-4851-b703-596679011a9d
85037,5,WI,Wisconsin                     ,0,1985-06-19T00:00:00.000Z,Major Disaster,"TORNADOES, HIGH WINDS & HAIL",Tornado,1985-06-28T00:00:00.000Z,1985-06-28T00:00:00.000Z,Turndown,1985-06-28T00:00:00.000Z,0,0,0,0,85037,1985-06-28T00:00:00.000Z,1bd72685-5128-4ed6-a6cb-41dae3f5d485
85046,4,AL,Alabama                       ,0,1985-07-26T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLASH FLOODS,Flood,1985-08-13T00:00:00.000Z,1985-08-13T00:00:00.000Z,Turndown,1985-08-13T00:00:00.000Z,0,0,0,0,85046,1985-08-13T00:00:00.000Z,4edf9c3e-e056-4e9e-ace5-8ef830c0f61c
85058,4,AL,Alabama                       ,0,1985-08-19T00:00:00.000Z,Major Disaster,HURRICANE DANNY,Hurricane,1985-08-28T00:00:00.000Z,1985-08-28T00:00:00.000Z,Turndown,1985-08-28T00:00:00.000Z,0,0,0,0,85058,1985-08-28T00:00:00.000Z,89a7305d-5324-4c41-8577-d2889f704aa2
85067,8,SD,South Dakota                  ,0,1985-10-18T00:00:00.000Z,Emergency,SEVERE DROUGHT,Drought,1985-11-21T00:00:00.000Z,1985-11-21T00:00:00.000Z,Turndown,1985-11-21T00:00:00.000Z,0,0,0,0,85067,1985-11-21T00:00:00.000Z,32bb3f41-2429-4796-9b55-243f0744dea3
85068,3,MD,Maryland                      ,0,1985-10-25T00:00:00.000Z,Major Disaster,HURRICANE GLORIA,Hurricane,1985-11-21T00:00:00.000Z,1985-11-21T00:00:00.000Z,Turndown,1985-11-21T00:00:00.000Z,0,0,0,0,85068,1985-11-21T00:00:00.000Z,7663e89f-1a25-4219-bc39-3bd484b03bb4
85073,3,MD,Maryland                      ,0,1985-11-15T00:00:00.000Z,Major Disaster,"HURRICANE JUAN, SEVERE RAIIN STORMS",Hurricane,1985-12-05T00:00:00.000Z,1985-12-05T00:00:00.000Z,Turndown,1985-12-05T00:00:00.000Z,0,0,0,0,85073,1985-12-05T00:00:00.000Z,354e7de7-36ea-4b34-b33a-cc1c14724783
85074,5,MI,Michigan                      ,0,1985-11-20T00:00:00.000Z,Major Disaster,HURRICANE JUAN,Hurricane,1985-11-27T00:00:00.000Z,1985-11-27T00:00:00.000Z,Turndown,1985-11-27T00:00:00.000Z,0,0,0,0,85074,1985-11-27T00:00:00.000Z,2cfa5857-7e3b-44fa-99db-5c08a2cd74d2
86013,7,IA,Iowa                          ,0,1986-05-20T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1986-05-27T00:00:00.000Z,1986-05-27T00:00:00.000Z,Turndown,1986-05-27T00:00:00.000Z,0,0,0,0,86013,1986-05-27T00:00:00.000Z,6c377726-7da9-4170-8e98-f309361c4226
86014,7,MO,Missouri                      ,0,1986-05-22T00:00:00.000Z,Major Disaster,"SEVERE STORMS, HIGH WINDS & FLOODING",Flood,1986-06-12T00:00:00.000Z,1986-06-12T00:00:00.000Z,Turndown,1986-06-12T00:00:00.000Z,0,0,0,0,86014,1986-06-12T00:00:00.000Z,b537c969-c138-4dda-ac54-c06003461d34
86019,7,NE,Nebraska                      ,0,1986-07-16T00:00:00.000Z,Major Disaster,SEVERE STORMS,Severe Storm,1986-08-04T00:00:00.000Z,1986-08-04T00:00:00.000Z,Turndown,1986-08-04T00:00:00.000Z,0,0,0,0,86019,1986-08-04T00:00:00.000Z,6c776221-0528-44f2-aedd-71113f2bfbf6
86021,6,NM,New Mexico                    ,0,1986-07-25T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1986-08-11T00:00:00.000Z,1986-08-11T00:00:00.000Z,Turndown,1986-08-11T00:00:00.000Z,0,0,0,0,86021,1986-08-11T00:00:00.000Z,03cde9be-5dc4-4beb-bf50-5edbbf6a1607
86022,4,NC,North Carolina                ,0,1986-07-31T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1987-02-27T00:00:00.000Z,1987-02-27T00:00:00.000Z,Turndown,1987-02-27T00:00:00.000Z,0,0,0,0,86022,1987-02-27T00:00:00.000Z,2c6106d9-725f-4d3b-887b-1f9fe4bf4625
86024,2,NY,New York                      ,0,1986-08-18T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1986-09-15T00:00:00.000Z,1986-09-15T00:00:00.000Z,Turndown,1986-09-15T00:00:00.000Z,0,0,0,0,86024,1986-09-15T00:00:00.000Z,5fe17cd6-0589-4cee-8849-5f645e827c65
86029,3,PA,Pennsylvania                  ,0,1986-09-29T00:00:00.000Z,Major Disaster,SURFACE SUBSIDENCE,Human Cause,1986-11-07T00:00:00.000Z,1986-11-07T00:00:00.000Z,Turndown,1986-11-07T00:00:00.000Z,0,0,0,0,86029,1986-11-07T00:00:00.000Z,6fa009e5-0e3d-48a0-a1b3-81b103489598
86038,4,AL,Alabama                       ,0,1986-12-01T00:00:00.000Z,Major Disaster,"SEVERE STORMS, FLOODING & TORNADOES",Tsunami,1986-11-25T00:00:00.000Z,1986-11-26T00:00:00.000Z,Turndown,1987-01-14T00:00:00.000Z,0,0,0,0,86038,1986-11-25T00:00:00.000Z,ad67d689-1567-4c9a-b208-05af3fedf408
86040,5,WI,Wisconsin                     ,0,1986-12-09T00:00:00.000Z,Emergency,LAKESHORE EROSION & FLOODING,Flood,1985-09-01T00:00:00.000Z,1985-09-01T00:00:00.000Z,Turndown,1987-01-14T00:00:00.000Z,0,0,0,0,86040,1985-09-01T00:00:00.000Z,dafc72fc-8a21-4bc9-bbe9-32adec7dea96
86041,5,WI,Wisconsin                     ,0,1986-09-18T00:00:00.000Z,Major Disaster,HEAVY RAINS AND FLASH FLOODING,Flood,1986-09-10T00:00:00.000Z,1986-09-11T00:00:00.000Z,Turndown,1986-09-25T00:00:00.000Z,0,0,0,0,86041,1986-09-10T00:00:00.000Z,7f639837-7d3f-42cc-984d-669ca369455c
86042,4,AL,Alabama                       ,0,1986-09-18T00:00:00.000Z,Major Disaster,"TORRENTIAL RAINS, FLOODING",Flood,1986-09-10T00:00:00.000Z,1986-09-11T00:00:00.000Z,Turndown,1986-09-26T00:00:00.000Z,0,0,0,0,86042,1986-09-10T00:00:00.000Z,22b22f1b-ee50-4fcc-b3fb-ccca396588b3
87011,4,FL,Florida                       ,0,1987-05-11T00:00:00.000Z,Major Disaster,HEAVY RAIN & FLOODING,Flood,1987-01-01T00:00:00.000Z,1987-02-28T00:00:00.000Z,Turndown,1987-05-18T00:00:00.000Z,0,0,0,0,87011,1987-01-01T00:00:00.000Z,a77d4177-6f52-44ef-b5e5-b3f99e6d45f9
87012,2,PR,Puerto Rico                   ,0,1987-05-13T00:00:00.000Z,Major Disaster,"HEAVY RAIN, FLOODS & LANDSLIDES",Flood,1987-06-02T00:00:00.000Z,1987-06-02T00:00:00.000Z,Turndown,1987-06-02T00:00:00.000Z,0,0,0,0,87012,1987-06-02T00:00:00.000Z,edbf1e30-a473-4dc6-9d7c-58780807117a
87013,6,OK,Oklahoma                      ,0,1987-06-02T00:00:00.000Z,Major Disaster,HEAVY RAIN & FLOODING,Flood,1987-05-19T00:00:00.000Z,1987-05-31T00:00:00.000Z,Turndown,1987-06-19T00:00:00.000Z,0,0,0,0,87013,1987-05-19T00:00:00.000Z,969e15bd-c032-4dc9-a544-7615d2e313a8
87025,4,MS,Mississippi                   ,0,1987-08-21T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLASH FLOODING,Flood,1987-09-02T00:00:00.000Z,1987-09-02T00:00:00.000Z,Turndown,1987-09-02T00:00:00.000Z,0,0,0,0,87025,1987-09-02T00:00:00.000Z,cddfe438-94b6-4b61-8ea4-372b0cc4c1e2
87037,10,AK,Alaska                        ,0,1987-10-07T00:00:00.000Z,Major Disaster,URBAN FIRE,Fire,1987-09-23T00:00:00.000Z,1987-09-23T00:00:00.000Z,Turndown,1987-10-15T00:00:00.000Z,0,0,0,0,87037,1987-09-23T00:00:00.000Z,6e598bf5-32d9-4b92-8823-33efe3a05da2
87038,4,MS,Mississippi                   ,0,1987-11-25T00:00:00.000Z,Major Disaster,TORNADOES & FLOODING,Flood,1987-11-16T00:00:00.000Z,1987-11-16T00:00:00.000Z,Turndown,1987-12-07T00:00:00.000Z,0,0,0,0,87038,1987-11-16T00:00:00.000Z,0fd042a8-1d8c-42d1-8cfc-5865dcde6dc5
88006,4,AL,Alabama                       ,0,1988-01-21T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1988-01-19T00:00:00.000Z,1988-01-19T00:00:00.000Z,Turndown,1988-01-29T00:00:00.000Z,0,0,0,0,88006,1988-01-19T00:00:00.000Z,a59786aa-ce37-4080-924d-39261de23e4e
88007,6,AR,Arkansas                      ,0,1988-01-23T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1988-01-19T00:00:00.000Z,1988-01-19T00:00:00.000Z,Turndown,1988-01-29T00:00:00.000Z,0,0,0,0,88007,1988-01-19T00:00:00.000Z,4ea18736-518e-4cdf-9810-55ff80baab76
88010,9,NV,Nevada                        ,0,1988-05-09T00:00:00.000Z,Major Disaster,PLANT EXPLOSION,Fire,1988-05-04T00:00:00.000Z,1988-05-04T00:00:00.000Z,Turndown,1988-07-06T00:00:00.000Z,0,0,0,0,88010,1988-05-04T00:00:00.000Z,0348b544-38e4-4309-8a26-0675051c5b9b
88011,4,KY,Kentucky                      ,0,1988-05-13T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1988-05-09T00:00:00.000Z,1988-05-09T00:00:00.000Z,Turndown,1988-06-20T00:00:00.000Z,0,0,0,0,88011,1988-05-09T00:00:00.000Z,9f7285aa-ddc9-422e-b74a-223a35885359
88012,9,CA,California                    ,0,1988-06-17T00:00:00.000Z,Major Disaster,REDONDO BEACH FIRE,Fire,1988-09-15T00:00:00.000Z,1988-09-15T00:00:00.000Z,Turndown,1988-09-15T00:00:00.000Z,0,0,0,0,88012,1988-09-15T00:00:00.000Z,21f7433d-13cf-456f-9e0a-e71bdaff04f0
88015,6,NM,New Mexico                    ,0,1988-07-20T00:00:00.000Z,Major Disaster,TORRENTIAL RAINS,Severe Storm,1988-07-09T00:00:00.000Z,1988-07-09T00:00:00.000Z,Turndown,1988-08-29T00:00:00.000Z,0,0,0,0,88015,1988-07-09T00:00:00.000Z,547bea12-4cca-4aa8-9fa9-1d3550106062
88022,8,ND,North Dakota                  ,0,1988-08-11T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1988-11-18T00:00:00.000Z,1988-11-18T00:00:00.000Z,Turndown,1988-11-18T00:00:00.000Z,0,0,0,0,88022,1988-11-18T00:00:00.000Z,2ac312ff-4328-4dc7-b2f5-883f52d5f1d6
88023,5,MN,Minnesota                     ,0,1988-08-26T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1988-11-18T00:00:00.000Z,1988-11-18T00:00:00.000Z,Turndown,1988-11-18T00:00:00.000Z,0,0,0,0,88023,1988-11-18T00:00:00.000Z,4ade15ac-0bbd-4a37-aa25-1f95d1dc059a
88027,6,NM,New Mexico                    ,0,1988-10-05T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1988-07-28T00:00:00.000Z,1988-08-11T00:00:00.000Z,Turndown,1988-10-26T00:00:00.000Z,0,0,0,0,88027,1988-07-28T00:00:00.000Z,6a16d28f-55af-4336-8d38-c95377aabd62
88030,9,FM,Federated States of Micronesia,0,1988-11-18T00:00:00.000Z,Emergency,TROPICAL STORM SKIP,Coastal Storm,1988-11-04T00:00:00.000Z,1988-11-05T00:00:00.000Z,Turndown,1988-12-28T00:00:00.000Z,0,0,0,0,88030,1988-11-04T00:00:00.000Z,37fa7991-391f-455f-8eaf-950be3e52f48
89004,10,AK,Alaska                        ,0,1989-03-27T00:00:00.000Z,Emergency,EXXON VALDEZ OIL SPILL,Toxic Substances,1989-03-24T00:00:00.000Z,1989-03-24T00:00:00.000Z,Turndown,1989-04-11T00:00:00.000Z,0,0,0,0,89004,1989-03-24T00:00:00.000Z,7783077b-8b57-4088-9de7-6fc39ffea75d
89011,4,SC,South Carolina                ,0,1989-05-09T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1989-05-05T00:00:00.000Z,1989-05-05T00:00:00.000Z,Turndown,1989-05-18T00:00:00.000Z,0,0,0,0,89011,1989-05-05T00:00:00.000Z,5e879e1e-6f0a-493b-baff-c1357fc55760
89017,4,MS,Mississippi                   ,0,1989-06-06T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1989-05-09T00:00:00.000Z,1989-05-09T00:00:00.000Z,Turndown,1989-06-16T00:00:00.000Z,0,0,0,0,89017,1989-05-09T00:00:00.000Z,8448c34c-04be-441c-9bd1-aea1f666a506
89024,4,AL,Alabama                       ,0,1989-07-06T00:00:00.000Z,Major Disaster,TORNADOES & FLOODING,Tsunami,1989-06-08T00:00:00.000Z,1989-06-26T00:00:00.000Z,Turndown,1989-07-24T00:00:00.000Z,0,0,0,0,89024,1989-06-08T00:00:00.000Z,46bca037-a895-4c21-a838-27fcea9f5d77
89026,3,DC,District of Columbia          ,0,1989-06-02T00:00:00.000Z,Major Disaster,SEVERE THUNDERSTORMS AND HIGH WINDS,Severe Storm,1989-06-14T00:00:00.000Z,1989-06-15T00:00:00.000Z,Turndown,1989-07-08T00:00:00.000Z,0,0,0,0,89026,1989-06-14T00:00:00.000Z,93c72418-87e3-46a8-beb8-16644f2707a7
89031,6,AR,Arkansas                      ,0,1989-07-10T00:00:00.000Z,Major Disaster,FLOODING,Flood,1989-06-29T00:00:00.000Z,1989-07-01T00:00:00.000Z,Turndown,1989-07-24T00:00:00.000Z,0,0,0,0,89031,1989-06-29T00:00:00.000Z,8dff8e31-044e-4488-b1e5-26b1f0563a73
89032,7,KS,Kansas                        ,0,1989-07-19T00:00:00.000Z,Major Disaster,FLOOD,Flood,1989-06-29T00:00:00.000Z,1989-07-13T00:00:00.000Z,Turndown,1989-08-11T00:00:00.000Z,0,0,0,0,89032,1989-06-29T00:00:00.000Z,8e7f570c-8097-4a33-bdda-2ca75d235b0b
89034,6,TX,Texas                         ,0,1989-08-16T00:00:00.000Z,Major Disaster,HURRICANE CHANTAL,Hurricane,1989-07-31T00:00:00.000Z,1989-08-01T00:00:00.000Z,Turndown,1989-09-01T00:00:00.000Z,0,0,0,0,89034,1989-07-31T00:00:00.000Z,ead61eb7-c000-4b43-aaef-a1181f0737bb
89035,9,AZ,Arizona                       ,0,1989-08-22T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1989-07-27T00:00:00.000Z,1989-08-09T00:00:00.000Z,Turndown,1989-09-01T00:00:00.000Z,0,0,0,0,89035,1989-07-27T00:00:00.000Z,72c4b41f-cbd2-43e8-8ebd-bb8198fc26ea
89040,10,AK,Alaska                        ,0,1989-09-13T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1989-08-25T00:00:00.000Z,1989-08-27T00:00:00.000Z,Turndown,1989-09-22T00:00:00.000Z,0,0,0,0,89040,1989-08-25T00:00:00.000Z,15b37c7c-6542-4915-a865-dd320ae43fc7
89048,3,MD,Maryland                      ,0,1989-06-27T00:00:00.000Z,Major Disaster,HEAVY RAINS AND HIGH WINDS,Severe Storm,1989-06-14T00:00:00.000Z,1989-06-15T00:00:00.000Z,Turndown,1989-07-08T00:00:00.000Z,0,0,0,0,89048,1989-06-14T00:00:00.000Z,0cf3d972-8989-40e0-80c0-b810a5460176
89049,4,FL,Florida                       ,0,1989-06-30T00:00:00.000Z,Emergency,"INLAND FLOODING, RAIN",Flood,1989-06-08T00:00:00.000Z,1989-06-24T00:00:00.000Z,Turndown,1989-07-08T00:00:00.000Z,0,0,0,0,89049,1989-06-08T00:00:00.000Z,85d79cbe-98b9-477f-b16f-6c17cdcdc99c
90005,7,KS,Kansas                        ,0,1990-01-09T00:00:00.000Z,Major Disaster,AMMUNITION PLANT   EXPLOSION,Human Cause,1989-07-26T00:00:00.000Z,1989-07-26T00:00:00.000Z,Turndown,1990-01-30T00:00:00.000Z,0,0,0,0,90005,1989-07-26T00:00:00.000Z,a30388ff-bdff-41b3-9c7a-08a7c188bf7b
90015,7,NE,Nebraska                      ,0,1990-03-26T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1990-03-13T00:00:00.000Z,1990-03-13T00:00:00.000Z,Turndown,1990-04-05T00:00:00.000Z,0,0,0,0,90015,1990-03-13T00:00:00.000Z,a9ddf553-f9b0-4697-badb-8d2fee80d03b
90027,8,CO,Colorado                      ,0,1990-06-11T00:00:00.000Z,Major Disaster,SEVERE STORMS & TORNADOES,Tornado,1990-06-06T00:00:00.000Z,1990-06-06T00:00:00.000Z,Turndown,1990-06-22T00:00:00.000Z,0,0,0,0,90027,1990-06-06T00:00:00.000Z,2c98f719-aad0-45ef-9964-2ba6d73d6f1d
90031,4,KY,Kentucky                      ,0,1990-06-12T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES    & FLOODING",Tsunami,1990-06-02T00:00:00.000Z,1990-06-07T00:00:00.000Z,Turndown,1990-07-05T00:00:00.000Z,0,0,0,0,90031,1990-06-02T00:00:00.000Z,52f6e827-0b15-4ce9-8f1b-b5ebd0fbbada
90034,7,KS,Kansas                        ,0,1990-07-03T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES,    & FLOODING",Tsunami,1990-05-24T00:00:00.000Z,1990-06-19T00:00:00.000Z,Turndown,1990-07-20T00:00:00.000Z,0,0,0,0,90034,1990-05-24T00:00:00.000Z,33517315-7144-4160-86b3-b50b14492a94
90036,4,MS,Mississippi                   ,0,1990-06-07T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES,    & FLOODING",Tsunami,1990-05-12T00:00:00.000Z,1990-05-31T00:00:00.000Z,Turndown,1990-06-21T00:00:00.000Z,0,0,0,0,90036,1990-05-12T00:00:00.000Z,7366144f-70dd-4886-b40e-3578767e12b0
90038,3,WV,West Virginia                 ,0,1990-06-22T00:00:00.000Z,Major Disaster,FLOODING,Flood,1990-06-14T00:00:00.000Z,1990-06-15T00:00:00.000Z,Turndown,1990-07-05T00:00:00.000Z,0,0,0,0,90038,1990-06-14T00:00:00.000Z,bd27017e-6e8b-41c3-9c2f-4c313d3484bc
90039,6,TX,Texas                         ,0,1990-07-27T00:00:00.000Z,Major Disaster,TORNADOES & FLOODING,Tsunami,1990-07-15T00:00:00.000Z,1990-07-18T00:00:00.000Z,Turndown,1990-08-09T00:00:00.000Z,0,0,0,0,90039,1990-07-15T00:00:00.000Z,05a2222f-de50-41cf-8275-8dcd76426fc1
90046,5,OH,Ohio                          ,0,1990-09-17T00:00:00.000Z,Major Disaster,FLOODING,Flood,1990-09-06T00:00:00.000Z,1990-09-06T00:00:00.000Z,Turndown,1990-10-02T00:00:00.000Z,0,0,0,0,90046,1990-09-06T00:00:00.000Z,1cebb8aa-3d80-4586-bae8-09b6243a097a
90047,9,AZ,Arizona                       ,0,1990-10-01T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1990-07-08T00:00:00.000Z,1990-09-14T00:00:00.000Z,Turndown,1990-10-12T00:00:00.000Z,0,0,0,0,90047,1990-07-08T00:00:00.000Z,86cc86ec-6522-4238-b259-aaa1ffbc66be
90053,4,NC,North Carolina                ,0,1990-11-02T00:00:00.000Z,Emergency,"SHIP COLLISION, BRIDGE COLLAPSE",Human Cause,1990-10-26T00:00:00.000Z,1990-10-26T00:00:00.000Z,Turndown,1990-11-28T00:00:00.000Z,0,0,0,0,90053,1990-10-26T00:00:00.000Z,68f89919-bc50-498f-a114-cdfb8d4da9bd
90057,9,MH,Marshall Islands              ,0,1990-11-26T00:00:00.000Z,Major Disaster,TROPICAL STORM OWEN,Coastal Storm,1990-11-21T00:00:00.000Z,1990-11-22T00:00:00.000Z,Turndown,1990-12-19T00:00:00.000Z,0,0,0,0,90057,1990-11-21T00:00:00.000Z,64db5aeb-0f5f-43c1-9d87-b29fa96ba006
91013,4,FL,Florida                       ,0,1991-03-15T00:00:00.000Z,Major Disaster,FLOODING,Flood,1991-03-02T00:00:00.000Z,1991-03-02T00:00:00.000Z,Turndown,1991-04-09T00:00:00.000Z,0,0,0,0,91013,1991-03-02T00:00:00.000Z,083d7beb-738e-495d-8d7c-99d5edd05e1f
91014,5,IL,Illinois                      ,0,1991-03-26T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1991-03-12T00:00:00.000Z,1991-03-13T00:00:00.000Z,Turndown,1991-04-11T00:00:00.000Z,0,0,0,0,91014,1991-03-12T00:00:00.000Z,c75d8248-97e4-431e-8c3b-362445f2fb2f
91016,6,OK,Oklahoma                      ,0,1991-03-29T00:00:00.000Z,Major Disaster,"STORMS, TORNADOES, & FIRE",Tornado,1991-03-21T00:00:00.000Z,1991-03-24T00:00:00.000Z,Turndown,1991-04-17T00:00:00.000Z,0,0,0,0,91016,1991-03-21T00:00:00.000Z,68b82def-2f5b-4f73-b6c2-d4154cbb9860
91019,4,KY,Kentucky                      ,0,1991-04-17T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES    & FLOODING",Tsunami,1991-03-22T00:00:00.000Z,1991-04-09T00:00:00.000Z,Turndown,1991-05-03T00:00:00.000Z,0,0,0,0,91019,1991-03-22T00:00:00.000Z,d56df43c-da23-45aa-8f63-8af5561e4385
91021,10,ID,Idaho                         ,0,1991-04-26T00:00:00.000Z,Major Disaster,FLASH FLOODING,Flood,1991-04-04T00:00:00.000Z,1991-04-06T00:00:00.000Z,Turndown,1991-07-26T00:00:00.000Z,0,0,0,0,91021,1991-04-04T00:00:00.000Z,2fbb8fd3-2ca3-4283-987f-bead76c3cfbe
91029,4,AL,Alabama                       ,0,1991-06-06T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLASH FLOODING,Flood,1991-05-25T00:00:00.000Z,1991-05-25T00:00:00.000Z,Turndown,1991-07-26T00:00:00.000Z,0,0,0,0,91029,1991-05-25T00:00:00.000Z,71d6a579-08d3-4c6b-a2ad-88b9bde292b1
91032,7,MO,Missouri                      ,0,1991-06-24T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1991-04-26T00:00:00.000Z,1991-05-12T00:00:00.000Z,Turndown,1991-07-26T00:00:00.000Z,0,0,0,0,91032,1991-04-26T00:00:00.000Z,84769061-eab0-49f0-9c9b-0ec983cfd789
91033,8,WY,Wyoming                       ,0,1991-06-27T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1991-05-11T00:00:00.000Z,1991-06-23T00:00:00.000Z,Turndown,1991-07-16T00:00:00.000Z,0,0,0,0,91033,1991-05-11T00:00:00.000Z,1cac628f-5bcb-4f78-84d9-15067dfbae8f
91044,8,UT,Utah                          ,0,1991-09-14T00:00:00.000Z,Major Disaster,"HEAVY RAINS, ROCK SLIDES    & FLASH FLOODS",Flood,1991-09-07T00:00:00.000Z,1991-09-08T00:00:00.000Z,Turndown,1991-09-27T00:00:00.000Z,0,0,0,0,91044,1991-09-07T00:00:00.000Z,f640e547-79bd-4e9f-b59a-945e06ae4e1b
91050,6,NM,New Mexico                    ,0,1991-10-07T00:00:00.000Z,Major Disaster,"SEVERE STORMS, HAIL       & FLOODING",Flood,1991-05-19T00:00:00.000Z,1991-09-20T00:00:00.000Z,Turndown,1991-11-07T00:00:00.000Z,0,0,0,0,91050,1991-05-19T00:00:00.000Z,1091fdad-88b2-4859-ad37-9dda44445c85
91053,9,MP,Northern Mariana Islands      ,0,1991-11-07T00:00:00.000Z,Major Disaster,TYPHOON SETH,Typhoon,1991-11-03T00:00:00.000Z,1991-11-04T00:00:00.000Z,Turndown,1991-11-25T00:00:00.000Z,0,0,0,0,91053,1991-11-03T00:00:00.000Z,d0d026ee-1eaf-4163-bc28-4c65504fac7f
91057,2,NY,New York                      ,0,1991-11-06T00:00:00.000Z,Major Disaster,COASTAL STORM,Coastal Storm,1991-10-30T00:00:00.000Z,1991-11-01T00:00:00.000Z,Turndown,1991-12-10T00:00:00.000Z,0,0,0,0,91057,1991-10-30T00:00:00.000Z,16ddd967-129c-4872-8f0b-84fac7f63c41
91059,2,NJ,New Jersey                    ,0,1991-11-05T00:00:00.000Z,Major Disaster,COASTAL STORM,Coastal Storm,1991-10-30T00:00:00.000Z,1991-10-31T00:00:00.000Z,Turndown,1991-12-23T00:00:00.000Z,0,0,0,0,91059,1991-10-30T00:00:00.000Z,f6efc803-aade-4ba8-b80f-b3723399e8df
91060,4,KY,Kentucky                      ,0,1991-12-16T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1991-11-30T00:00:00.000Z,1991-12-04T00:00:00.000Z,Turndown,1991-12-23T00:00:00.000Z,0,0,0,0,91060,1991-11-30T00:00:00.000Z,b64e3f3a-971b-4ec2-bb61-7a623e97eaf7
91064,10,WA,Washington                    ,0,1991-09-03T00:00:00.000Z,Major Disaster,EXCESSIVE RAINFALL & HAIL,Severe Storm,1992-06-19T00:00:00.000Z,1992-07-03T00:00:00.000Z,Turndown,1991-09-24T00:00:00.000Z,0,0,0,0,91064,1992-06-19T00:00:00.000Z,6e8c0923-33ce-4926-b4d5-1fd01ef104be
92011,4,FL,Florida                       ,0,1991-12-09T00:00:00.000Z,Major Disaster,SEVERE WINTER STORM & HIGH TIDES,Snowstorm,1991-10-30T00:00:00.000Z,1991-10-31T00:00:00.000Z,Turndown,1992-01-30T00:00:00.000Z,0,0,0,0,92011,1991-10-30T00:00:00.000Z,1ff0d7ab-49dc-4f70-9f8b-56bf22f8db2d
92022,1,CT,Connecticut                   ,0,1992-06-12T00:00:00.000Z,Major Disaster,"HEAVY RAINS, WINDS & FLOODING",Flood,1992-06-05T00:00:00.000Z,1992-06-08T00:00:00.000Z,Turndown,1992-07-01T00:00:00.000Z,0,0,0,0,92022,1992-06-05T00:00:00.000Z,ed2c28ee-5407-4184-afa0-8e1e8c243397
92026,6,TX,Texas                         ,0,1992-06-17T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES       & FLOODING",Severe Storm,1992-05-15T00:00:00.000Z,1992-06-15T00:00:00.000Z,Turndown,1992-07-09T00:00:00.000Z,0,1,0,0,92026,1992-05-15T00:00:00.000Z,09b87e8c-1509-4a5e-b8c6-c594eb084ec9
92028,4,KY,Kentucky                      ,0,1992-07-02T00:00:00.000Z,Major Disaster,"SEVERE STORMS, TORNADOES     & FLOODING",Tsunami,1992-06-17T00:00:00.000Z,1992-06-19T00:00:00.000Z,Turndown,1992-07-31T00:00:00.000Z,0,0,0,0,92028,1992-06-17T00:00:00.000Z,2dd43f15-55ed-4c09-80c0-8c76fe192da3
